id,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12
180,383.25300200000004,323.15899900000005,374.22600099999994,345.1979999999999,354.5409995,332.4879995,282.0730003,277.03400050000005,281.9029992,298.398,385.7059990000001,359.4700019999999
181,463.2510000000001,396.06799970000003,468.737,353.32199770000005,450.558999,396.40500199999997,294.0579995,326.79399920000003,306.256,252.06500000000003,263.47500090000005,351.57300180000004
228,247.730001,208.81199999999998,231.24899970000007,200.9639994,194.7789997,145.637,162.59700010000003,167.86799969999998,175.05700009999998,188.94299950000004,197.47300030000002,206.1719995
248,486.0820015,412.9999995,443.3659990000001,405.2129985,374.62899949999996,368.065998,475.3299999999999,165.955,256.09800010000004,389.1380000000001,341.45099899999997,368.20200199999994
255,565.801001,483.757,553.518,501.584001,502.18399999999997,461.0290019999999,503.24000149999995,484.65599900000007,477.11799900000005,480.4059999999999,517.7169990000002,533.3879969999999
260,394.697001,580.932,738.079,385.9030000000002,145.399,32.48599982,67.83299981000002,30.552999569999997,32.61899991999999,62.75500032,296.9640005,529.2339989999999
267,331.0369995,276.36100100000004,297.35600050000005,256.7070003,339.726,308.3259999999999,283.115,320.1070017999999,276.979001,300.5750005000001,318.8590004999999,359.637002
270,667.976999,596.5209990000001,629.292,599.4760000000001,527.1649980000001,565.377999,548.401999,532.052,575.2500009999999,584.3140009999998,592.145,609.886
277,424.4499995000001,362.33500000000004,317.187,334.18499850000006,278.688,287.930999,333.4669995,291.60999879999997,239.508,382.59300049999996,426.36799950000005,436.6320015
280,573.8509990000001,547.2679989999998,616.724,488.371999,529.4970000000001,488.9199994999999,521.8090020000001,481.656999,517.6629994999998,550.753999,530.5010000000001,578.0379990000001
281,274.58600049999995,262.77700000000004,285.986,253.02300020000004,256.32700079999995,241.366,243.24099959999995,258.1330008,254.2530001,267.593,266.89400000000006,292.7559997
295,394.046,305.61899950000003,323.8919995,295.53200050000004,259.3630007,263.1940005,253.12800079999994,260.912,288.5280002,322.33299999999997,293.6210015,383.668001
301,316.67800000000005,264.7060007999999,296.8919998,270.75600069999996,241.6260002,231.76799949999997,241.8589997,195.19200009999997,255.94599920000002,278.22999949999996,279.243998,299.8020007
306,210.5230017,174.21900029999998,200.75499960000008,195.87600039999998,189.7060001,184.341,205.6810003,227.18400029999998,212.8329997,272.55000020000006,270.13300000000004,220.1020003
307,2460.385001999999,1978.9590000000003,1994.0079979999996,1470.272003,1024.487001,1006.6319980000001,874.933,621.0369995,979.8789980000001,957.4899999999999,951.669,1164.8690019999997
312,1186.006,1182.586998,1284.6280020000002,758.994,401.762,262.8459998000001,251.80400050000003,249.32800029999999,273.6580023,391.8469992,875.8380013,1071.2239990000003
313,486.193001,437.4409999999999,465.96200050000004,458.1359985000001,452.4549999999999,389.3439989999999,414.5620005000001,420.84900000000005,398.82199899999995,415.74600050000015,417.774,430.398
314,207.0049998,174.98300039999995,193.40299970000004,174.3839995,158.211,139.75700000000003,162.0819997,156.95099969999998,135.6960002,171.70500020000003,159.8660002,177.02500030000007
317,287.17799949999994,246.93999999999994,259.13,232.0010000000001,202.73700070000004,205.00699969999997,210.18900060000007,209.69000070000007,222.43300029999997,249.756001,254.68900050000002,261.8279987
320,353.68600000000015,392.258001,563.8150019999999,386.0780009999999,351.782,275.75399999999996,267.198,200.97900019999997,220.4649993,304.7720023,447.8100000000001,601.962
322,158.66800020000002,144.49300050000002,157.134,147.3590005,143.18100060000003,148.6110003,157.49300059999996,150.61400059999997,141.92300049999997,147.59299990000002,165.64900079999995,144.9760001
323,516.2180000000001,415.8860000000001,625.328,493.685001,485.316998,381.0180000000001,278.88100019999996,376.473999,488.38999949999993,626.1980010000002,494.8569999999999,450.5650005999999
330,225.10900030000002,196.44900030000002,209.7990003,186.0179995,184.5519991,151.71100030000002,129.3830004,130.9260004,133.7290002,147.9950002,158.94400059999998,184.97399979999997
331,875.389999,819.5009990000001,926.172,619.8040015,438.94999899999993,317.10900050000004,290.94499970000004,292.58400050000006,293.971999,460.79000149999996,657.682001,798.9339979999999
349,199.22000020000002,172.2490006,213.17700000000005,199.13700020000002,168.3380004,155.61600000000004,147.54799979999999,134.6859998,117.27399980000001,190.09400020000004,203.51400000000007,236.9230005
350,286.77199999999993,244.205001,280.5510022,266.6720000000001,304.0289988,316.52900049999994,311.6980009999999,301.74600000000004,209.3470001,277.5150007,255.9720013,236.4940011999999
