id,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12
2627,55.882967935483876,60.37914292857145,59.662322580645146,52.08353339999999,58.907032193548396,42.9211334,45.942290258064524,32.97951609677419,50.139399933333344,54.64116129032257,66.13119999999999,73.03525799999998
2632,4.930709677419354,4.47010715,4.496516141935484,4.199966666666667,3.723935483870967,3.700466666666666,3.5273870967741945,3.5925161387096782,3.6871666733333344,3.567903232258064,3.607666666666666,3.785838712903226
2657,6.6028064354838705,6.534428578571428,6.204225806451612,4.827966666666667,4.29116129032258,4.029633353333335,4.529903225806452,2.845774193548387,4.793066659999999,5.588935487096773,5.27740001,6.169193551612904
2659,7.901935451612902,7.799892828571427,7.425387087096773,6.552633306666666,6.154999967741936,5.527000009999998,5.018870958064516,5.232870961290324,6.081566656666666,6.599290341935485,7.940600026666663,8.093741951612902
2685,7.629580651612905,5.650142867857142,5.006709670967742,3.9898333366666656,3.7787741935483865,3.7477333366666667,3.6100000064516133,3.577935487096773,4.170433356666666,5.896000000000002,6.686033326666666,6.20635485483871
2688,15.108129032258066,20.205142857142853,15.77496770967742,14.793599983333332,11.606193580645161,10.788166649999999,9.219806467741936,8.034709687096772,9.558466656666667,11.330741951612906,11.14856665,11.344806441935486
2697,2.9760645161290316,3.332607146428572,3.321161290322581,2.7494000066666664,2.4731612903225804,2.4423666700000006,2.781032258064516,2.5681935483870966,2.627000003333334,2.918935483870967,3.165766666666667,3.3082258129032263
2698,10.871451612903227,11.644535660714284,10.162935483870966,3.0142999999999995,9.413193596774192,9.179533343333333,9.315322612903225,10.884903225806452,9.699466683333332,10.098419354838708,9.661899983333333,9.422935467741937
2699,8.622032261290322,8.28396435,8.222064516129032,7.275366666666666,6.381612912903225,6.756666653333332,6.4930000032258075,4.227741954838709,7.227499983333334,7.446483883870968,8.130233353333333,8.258096751612904
2714,12.093225780645163,11.380642875000001,10.12432257096774,9.678300016666668,8.423000009677418,8.44856666,8.563935483870969,7.887645187096773,7.543733316666667,9.343612951612903,11.389766683333333,16.54325808064516
2718,12.903096741935483,15.788107142857143,13.883548403225804,13.041766616666667,13.54670956451613,9.460866676666667,6.591064506451615,5.963612893548388,9.294433309999999,13.108161283870968,24.114966633333335,20.80432262903226
2720,12.188709661290325,10.887642874999997,11.663677403225805,7.943000033333331,5.4278064580645164,4.7340333233333345,4.336709677419355,4.540967741935484,5.29746665,5.797322580645162,9.061800006666667,9.274451612903226
2723,14.443516096774195,13.475071428571429,13.082129048387099,11.653166666666664,10.436000016129032,10.398233343333334,10.82529033870968,10.150612903225808,11.143533366666668,11.092419354838713,11.556233299999999,11.057451629032254
2733,7.485645145161291,8.191928532142857,6.332193558064517,5.446800000000001,5.442290312903225,5.624233333333334,6.002870980645161,6.1552580645161274,5.205400010000001,5.290677441935484,5.089666656666666,5.849870977419353
2736,3.095290319354839,1.9101071428571428,3.418903225806452,2.989166670000001,3.3201612999999996,3.4771333300000005,3.596290319354839,3.2122258129032257,3.3413666566666667,3.4083226064516143,2.646733336666666,3.03929032516129
2737,6.970870983870969,6.730357167857144,7.449258064516127,6.60786665,4.385451616129034,6.057066666666667,5.6536451612903225,4.983516132258066,5.604900010000002,6.274903225806452,7.644400020000001,5.781870977419355
2745,7.895225806451615,7.131964296428572,7.761064503225808,5.715533326666667,5.130193548387097,4.532166660000001,4.352645161290323,5.159096783870969,5.642000009999999,6.753064516129031,7.6667333499999994,8.39980643548387
2751,17.81358064516129,14.795821428571431,16.865903258064513,14.319699966666667,14.131709677419353,11.489999999999998,13.241999999999999,13.974032274193549,13.930633300000004,13.22670970967742,15.05983328333333,15.48425808064516
2752,3.3068064548387093,3.119642853571428,3.3647096774193552,3.5576666666666665,3.373258077419355,3.6406666700000008,3.4303871000000004,3.467451629032259,3.6939333266666665,3.509483867741935,3.766066666666667,3.282838716129032
2753,5.447580654838709,4.833285707142856,4.602870967741935,3.5421333333333327,3.247032261290323,3.298166683333334,3.487612909677419,3.718354870967742,3.6184333333333334,4.116258077419355,4.1793000000000005,5.745483896774194
2756,4.4616129129032265,8.696071428571427,5.433645161290322,4.476933326666667,5.0763548419354825,6.536633333333333,4.119709680645161,4.534870970967742,7.191833316666665,6.727064519354841,7.6081333366666675,4.916838706451612
2760,11.146129048387099,11.14567855357143,10.77535483870968,10.882366683333334,8.964612922580645,11.141,9.38412903225806,8.934161296774196,11.187633233333337,8.451741967741935,10.147366646666665,9.155548387096772
2763,20.243161258064518,19.921678535714285,18.624322580645163,16.246566650000002,15.433903161290322,14.841500016666664,11.544935612903227,12.64574191935484,12.683499966666666,13.938870967741934,15.929100000000002,16.492838693548386
2771,0.0,2.823749992857144,3.0611612967741935,2.809599999999999,2.218129035483871,2.38773334,2.803064516129032,3.3163225870967743,3.30063334,3.528064525806452,2.807200006666667,2.8549999967741932
2776,16.340419322580644,17.458714285714287,18.134580629032257,15.510066683333333,13.620064483870967,10.881366700000001,9.55116129032258,9.810612887096775,13.872733333333334,14.957774193548389,16.524133333333328,23.287193548387094
2777,8.231225816129033,8.315071464285714,7.922483864516129,6.484399999999999,5.937129032258063,5.881199989999999,5.37558064516129,6.024096783870969,6.575799976666668,7.345290312903225,8.00100001,8.543258070967743
2781,4.182129035483871,3.8583928571428574,3.51961290967742,3.342766670000001,3.2220967741935485,3.5657666633333327,3.8694838838709673,3.664516132258064,3.5804666733333335,3.853322583870968,3.4199666766666663,3.3261935451612907
2783,12.683838709677419,12.48935715357143,12.587258096774196,10.626499966666668,9.15167744516129,8.921666666666669,8.313548370967741,7.9773870967741916,9.397300016666666,10.087516129032258,11.032033283333334,10.698290322580643
2790,14.874129032258063,15.465714285714288,12.86364516129032,11.734133366666667,11.07677412903226,10.668066633333336,10.532645161290324,9.55306449032258,12.332199966666668,12.578419387096776,13.457399983333335,12.725645161290322
2799,10.624225822580645,11.41992857142857,11.273741903225808,10.676066666666665,10.614709709677419,10.101933350000001,9.934290338709674,10.684193596774195,10.482300033333335,11.401580645161292,11.474566683333332,12.454774193548387
2806,10.04067741935484,9.124357142857143,9.096193564516128,8.587799999999998,7.99900001612903,4.686600010000001,5.318806438709679,4.988032258064516,5.4669333333333325,6.514000009677423,8.335733333333334,8.023774212903223
